MSSubClass,BldgType,OverallCond,Functional,LotFrontage_clean,LotArea_clean_tr,GrLiveArea_clean
5,0,4,6,84.0,6.470273084687695,1200.0
9,0,6,6,0.0,6.568466396306084,2872.0
12,0,5,6,0.0,6.554222409386893,1445.0
4,0,5,6,87.0,6.309573444801933,1116.0
1,4,4,2,0.0,5.506357799767351,2090.0
14,2,4,6,0.0,5.880520555700314,943.0
8,0,5,6,51.0,5.728898255225684,1608.0
14,2,4,6,72.0,6.406374731760623,1296.0
7,0,6,6,55.0,5.351226378575117,840.0
9,0,4,6,0.0,6.296903516328987,1978.0
13,0,8,6,0.0,6.55714603402072,999.0
0,4,5,6,0.0,5.476891530409544,958.0
10,0,7,0,70.0,6.379916540040985,2727.0
5,0,4,0,98.0,6.140628128357998,1167.0
9,0,7,6,80.0,6.278992488747323,1851.0
4,0,5,6,80.0,6.398041595093821,1252.0
8,0,4,6,52.0,5.741652680219582,912.0
4,0,4,6,82.0,6.593734985690739,1040.0
1,3,4,6,0.0,4.625345422987951,1525.0
9,0,4,6,66.0,6.950920067245009,2452.0
4,0,4,6,0.0,6.6176838064044015,3123.4800000000023
12,0,4,6,59.0,6.256573422287884,1166.0
8,0,5,6,78.0,6.370958328077824,1846.0
4,0,5,6,78.0,6.327142139323741,1074.0
9,0,4,6,79.0,6.335605574765229,2344.0
7,0,6,6,60.0,6.258269289063796,893.0
4,0,4,6,75.0,6.662233691872483,1493.0
9,0,4,6,92.0,6.544221061392782,1968.0
4,0,6,6,0.0,6.458936123660887,1004.0
8,0,2,6,50.0,5.970230750642872,1456.0
8,0,6,6,70.0,6.141471872378912,1635.0
8,0,4,6,78.0,7.057038691798537,1458.0
0,4,4,6,0.0,5.378268784662851,1224.0
0,4,4,6,43.0,4.963634863990864,1506.0
4,0,2,4,89.0,6.393140524276163,2136.0
1,3,4,6,24.0,4.808993530822022,1416.0
4,0,4,6,0.0,6.477105489657787,2633.0
4,0,4,6,74.0,6.2598330746886015,1468.0
4,0,4,6,57.0,5.984643819043515,773.0
1,3,4,6,21.0,4.416333444896913,1302.0
4,0,6,6,60.0,5.908353878125555,900.0
7,0,6,6,50.0,5.696790520283512,904.0
4,0,4,6,0.0,6.964149443576612,1844.0
0,4,4,6,43.0,5.018108359035555,1555.0
4,0,5,6,74.0,6.112377513556489,1297.0
8,0,2,4,50.0,6.094071474538176,1529.0
4,0,4,3,0.0,6.7176476302912,1733.0
9,0,4,6,76.0,6.217452728731383,1710.0
12,0,6,6,78.0,6.5536804245610405,1868.0
4,0,4,6,80.0,7.048713352948089,1126.0
1,4,4,6,0.0,5.51568110823512,1102.0
8,0,5,6,57.0,5.965974290707939,1913.0
0,4,4,6,53.0,5.248319325760031,1567.0
4,0,5,6,80.0,6.258269289063796,1050.0
4,0,4,6,92.0,6.536460618406522,1580.0
4,0,4,6,72.0,6.127774125600811,1314.0
8,0,6,4,60.0,6.364145494233328,2792.0
9,0,4,6,79.0,6.62870086835559,1688.0
4,0,5,6,0.0,6.444970850425049,1232.0
1,4,5,6,24.0,4.195547771753486,1229.0
3,1,4,6,107.0,6.385339597445579,1699.0
4,1,3,3,60.0,5.696790520283512,936.0
9,0,4,6,41.0,6.58620569228247,1948.0
9,0,4,6,74.0,6.155048494173509,2224.0
14,2,5,6,82.0,5.747162913666249,2002.0
9,0,4,6,0.0,6.8244860102574005,1993.0
9,0,4,6,95.0,6.694905586857572,1861.0
4,0,5,6,80.0,6.258269289063796,1041.0
5,0,4,6,60.0,5.730568325936633,986.0
0,4,4,6,0.0,5.003515054281688,1405.0
4,0,4,6,94.0,6.3595058313919965,1226.0
5,0,6,6,55.0,6.342912383528486,838.0
5,0,2,6,45.0,6.065823763188277,864.0
4,0,2,6,0.0,6.17800850567412,1006.0
4,0,4,6,68.0,8.221721900716576,1842.0
4,0,4,6,107.0,6.73824351905652,1710.0
9,0,4,6,93.0,6.5536804245610405,2263.0
3,1,5,6,60.0,6.470273084687695,2290.0
4,0,4,6,0.0,6.59680046385973,1100.0
4,0,6,6,0.0,6.641804840454971,2117.0
4,0,2,6,0.0,6.1678155350058255,960.0
8,0,4,2,51.0,5.719397542467799,1774.0
4,0,4,6,60.0,6.506830627186193,1082.0
4,0,6,6,100.0,6.543893899412374,1122.0
0,4,4,6,41.0,5.47511216306491,1338.0
9,0,4,6,0.0,6.219057957817423,1756.0
12,0,6,2,85.0,6.225329199812764,1302.0
5,0,5,6,50.0,6.145403226333105,951.0
1,3,4,6,21.0,4.55135224801924,987.0
4,0,4,6,60.0,5.879181944007804,1090.0
8,0,4,3,60.0,6.430766534891226,1604.0
1,4,4,6,0.0,4.625345422987951,1512.0
8,0,4,6,65.0,5.777097673760053,1577.0
9,0,6,6,0.0,7.060180776418046,2167.0
12,0,6,6,88.0,6.103612255130854,1212.0
4,0,5,6,120.0,6.353871220510547,969.0
2,4,4,6,35.0,5.164775739317725,1072.0
0,4,4,6,62.0,6.616118848684082,1518.0
4,0,6,6,0.0,7.646589252480365,1188.0
9,0,4,6,85.0,6.386542222937699,1958.0
0,4,5,6,53.0,5.264301424770342,1069.0
4,0,4,6,0.0,6.526129195711221,1788.0
3,1,3,4,60.0,6.4074429950736125,2414.0
4,0,5,6,0.0,5.811167506375899,720.0
4,0,5,6,76.0,6.194396026437996,1261.0
5,0,6,6,51.0,5.719397542467799,875.0
5,0,7,6,60.0,6.334612221694316,672.0
14,2,4,6,35.0,6.231973109496344,980.0
8,0,3,6,60.0,6.360483728002477,1214.0
4,0,6,6,75.0,6.301603272039192,1486.0
10,0,6,6,74.0,6.542584596806653,1660.0
12,0,4,6,0.0,6.302871072820224,1217.0
10,0,6,6,75.0,6.543893899412374,1564.0
9,0,4,6,60.0,6.877234833726322,1490.0
10,0,5,6,78.0,6.562115047625905,3123.4800000000023
4,0,4,6,78.0,6.351292239111872,1501.0
9,0,4,6,0.0,5.99598227722404,1320.0
9,0,4,6,98.0,6.565885761437987,2612.0
11,0,3,6,137.41000000000008,7.603817630490545,3112.0
11,0,4,6,60.0,5.735012354797362,2230.0
9,0,4,6,83.0,6.310204275992788,2022.0
9,0,6,6,0.0,6.987628148436408,2263.0
9,0,4,6,63.0,6.189497973900695,1632.0
0,4,4,6,38.0,6.839175293481113,1288.0
4,0,6,6,75.0,6.240436183446086,1080.0
4,0,4,6,70.0,6.196432317485006,1700.0
8,0,5,2,50.0,5.875158777411962,1310.0
4,0,6,3,60.0,6.258269289063796,1067.0
3,1,7,6,69.0,6.197381671339512,1928.0
9,0,4,6,80.0,6.990394331677457,2784.0
9,0,5,6,75.0,6.277705282306863,2097.0
5,0,7,6,0.0,5.6757474010947,816.0
9,0,4,6,0.0,8.221721900716576,1953.0
0,4,4,6,40.0,5.63150726784456,1659.0
4,0,3,6,102.0,7.090348813620976,1779.0
0,4,4,6,43.0,4.962646026367247,1248.0
9,0,4,6,0.0,5.883527983401154,1929.0
4,0,7,6,80.0,6.258269289063796,1262.0
9,0,4,6,77.0,6.305150546991595,2696.0
4,0,7,6,65.0,6.100583022495098,894.0
3,1,6,6,60.0,6.4074429950736125,1912.0
4,0,4,6,60.0,6.003699139679289,965.0
14,2,4,6,94.0,6.231973109496344,1824.0
4,0,4,6,0.0,6.822456313230313,1787.0
14,2,3,6,92.0,6.555630731549981,1440.0
8,0,4,6,80.0,6.258269289063796,1252.0
4,0,4,6,91.0,6.777748159318847,1987.0
13,0,4,6,90.0,6.311087016088727,1181.0
9,0,4,6,93.0,6.342170854869961,1792.0
5,0,7,6,56.0,5.268721062793217,864.0
4,0,5,6,80.0,6.13626137992187,1128.0
9,0,4,6,75.0,6.17800850567412,1959.0
9,0,4,6,70.0,5.988225482450953,1839.0
4,0,6,6,0.0,5.902104074371257,904.0
4,0,6,6,61.0,6.150303314869646,1040.0
0,4,4,6,55.0,6.017795362717201,918.0
12,0,5,6,80.0,6.258269289063796,1520.0
4,0,4,6,85.0,6.532950871771968,1411.0
11,0,4,6,60.0,6.258269289063796,2058.0
12,0,6,6,0.0,7.225187854812933,2201.0
9,0,4,6,60.0,5.86353038159648,1656.0
4,0,4,6,0.0,6.9483478745826375,1494.0
9,0,5,6,70.0,6.093346248827459,1564.0
4,0,4,6,0.0,6.375080516638065,981.0
10,0,6,6,55.0,6.382570115350722,1502.0
4,0,4,6,69.0,6.828814109414313,1092.0
8,0,4,6,55.0,5.378268784662851,1520.0
12,0,5,6,96.0,6.519389595072915,1320.0
4,0,4,6,107.0,6.472781650362457,1836.0
3,1,3,6,60.0,6.324644253768278,1889.0
5,0,5,6,60.0,6.4074429950736125,1130.0
9,0,4,6,95.0,6.520496358500607,2398.0
8,0,6,6,0.0,6.462838598888633,1991.0
4,0,4,6,85.0,6.8057582798211405,1838.0
9,0,6,6,80.0,6.227192353953777,1352.0
4,0,4,6,59.0,6.382690627607055,1720.0
9,0,5,6,70.0,6.2115526615931245,1716.0
4,0,6,6,0.0,5.997219646627718,999.0
9,0,7,6,0.0,6.279635696350327,1470.0
4,0,4,6,60.0,5.879181944007804,1132.0
8,0,6,6,66.0,7.372445573383884,1674.0
0,4,4,6,34.0,5.268721062793217,1337.0
4,0,4,6,65.0,6.100583022495098,1349.0
4,0,4,6,70.0,6.023731284504427,1148.0
9,0,4,6,70.0,6.452372501692738,1683.0
1,3,5,6,21.0,4.336191272276745,1344.0
4,0,4,3,40.0,6.716960010977343,1696.0
4,0,6,6,0.0,6.08447056948267,882.0
9,0,4,6,0.0,6.41123550616166,1895.0
4,0,4,6,60.0,5.80642455024407,894.0
9,0,4,6,69.0,5.971017653365696,1812.0
9,0,4,6,80.0,6.361827354658872,1714.0
4,0,4,6,66.0,6.719120152929468,1114.0
4,0,5,6,83.0,6.290402387451141,1689.0
8,0,4,6,79.0,6.244124387075955,1376.0
12,0,6,6,75.0,6.735233336005155,2704.0
9,0,4,6,0.0,6.531303078337518,1872.0
4,0,6,6,50.0,5.909502278199737,858.0
4,0,5,6,60.0,5.868428910053343,864.0
4,0,4,6,90.0,6.4597403456190765,1668.0
5,0,4,6,85.0,6.386542222937699,835.0
4,0,4,2,75.0,6.17800850567412,1128.0
8,0,4,1,51.0,6.369014777280363,1639.0
4,0,6,6,70.0,6.201173281195368,1214.0
9,0,5,6,78.0,6.510842239746098,1556.0
0,4,4,6,43.0,5.883861762718183,1364.0
9,0,4,6,0.0,6.65010878835991,2236.0
14,2,4,6,78.0,6.375080516638065,1004.0
4,0,4,6,80.0,6.114382135548501,1121.0
4,0,5,2,78.0,6.351292239111872,1721.0
4,0,4,6,103.0,6.45133369529,1316.0
4,0,4,6,84.0,6.130325239776214,1324.0
0,4,4,6,0.0,5.661024122530471,1360.0
4,0,5,6,73.0,6.144701936433938,1194.0
4,0,1,6,88.0,6.476423545497621,1856.0
4,0,4,6,0.0,6.2865656036333215,900.0
8,0,5,6,60.0,6.05812223341788,1134.0
9,0,4,6,71.0,6.56653130054904,1961.0
4,0,7,6,60.0,5.80642455024407,816.0
4,0,4,6,109.0,6.139643173863131,894.0
1,4,4,6,0.0,4.561098273592177,1092.0
4,0,4,6,85.0,6.365607843995781,1094.0
4,0,6,6,90.0,6.759836261821716,1811.0
3,1,6,6,60.0,6.4074429950736125,1294.0
9,0,4,6,0.0,6.228654698077587,2034.0
4,0,4,6,0.0,6.421618892532637,1253.0
9,0,4,6,0.0,6.450756291387856,2514.0
4,0,5,6,0.0,6.431000406460921,1154.0
9,0,4,6,105.0,6.894493077900104,1456.0
9,0,4,6,60.0,6.052618356463856,1800.0
8,0,6,3,60.0,6.360483728002477,1656.0
9,0,4,6,82.0,6.235945896262002,2365.0
4,0,4,6,65.0,6.100583022495098,1436.0
12,0,4,6,0.0,6.469474088233999,1062.0
8,0,7,2,60.0,6.4074429950736125,1466.0
13,0,6,3,88.0,6.519943070723568,1155.0
4,0,4,6,70.0,6.196432317485006,1536.0
4,0,5,6,69.0,6.299445666336463,971.0
12,0,5,6,37.0,6.024642429520705,1003.0
4,0,4,6,73.0,6.531083246860661,1504.0
14,2,4,6,95.0,6.47084355490329,1920.0
4,0,5,6,80.0,6.258269289063796,1242.0
10,0,8,6,66.0,6.183763913521971,2340.0
4,0,4,6,48.0,6.558768019550821,1661.0
4,0,6,6,0.0,6.021603133015821,1113.0
8,0,6,6,51.0,5.428015215213722,1230.0
4,0,5,6,75.0,6.32526909514125,1279.0
9,0,4,6,110.0,6.718433136349898,2668.0
5,0,4,6,52.0,5.741652680219582,1208.0
4,0,4,6,65.0,6.145683652683326,1310.0
9,0,4,6,82.0,6.5909817710472645,2576.0
14,2,4,6,60.0,5.908353878125555,936.0
10,0,3,6,66.0,5.851126615830838,1647.0
4,0,4,6,64.0,5.9417823797461935,1220.0
4,0,4,6,70.0,5.988225482450953,882.0
1,4,4,6,24.0,4.580344097847165,1302.0
4,0,4,6,99.0,6.527561911323912,1442.0
0,4,4,6,60.0,5.926784203331371,1561.0
0,4,4,6,32.0,5.378268784662851,1204.0
10,0,8,6,60.0,6.258269289063796,1378.0
0,4,4,6,0.0,5.360462743625477,848.0
4,0,4,6,70.0,6.191676799741621,1525.0
4,0,2,6,85.0,6.1077856199210885,1235.0
9,0,4,6,73.0,6.107641900554843,1412.0
14,2,4,6,64.0,5.878177184587591,2240.0
9,0,4,6,0.0,6.684519954944576,2295.0
4,0,4,6,48.0,6.38774394326419,1668.0
4,0,4,6,86.0,6.4553697459831945,1614.0
5,0,8,6,40.0,5.221152100883747,866.0
4,0,4,6,91.0,6.389784794796851,1494.0
9,0,4,6,71.0,6.002929237225178,1432.0
9,0,4,6,74.0,6.422441965988611,1904.0
12,0,5,6,72.0,5.908353878125555,1125.0
2,4,4,6,35.0,5.164775739317725,1072.0
4,0,4,6,0.0,6.396489222885858,1867.0
10,0,7,6,0.0,6.560712286692298,1482.0
9,0,4,6,101.0,6.769387463846702,2376.0
4,0,4,2,60.0,5.908353878125555,1048.0
9,0,5,6,0.0,6.719610707081806,1820.0
1,4,4,6,30.0,5.017477388519056,1200.0
4,0,4,6,89.0,6.671244541932046,2018.0
5,0,5,6,63.0,6.739795059743782,996.0
0,4,4,6,37.0,5.362641007153658,848.0
9,0,5,6,84.0,6.33548143969764,1761.0
4,0,4,6,70.0,5.944027103613015,1057.0
0,4,4,6,41.0,5.475779696876887,1593.0
1,3,4,6,0.0,4.838179149957371,1382.0
0,4,4,6,59.0,5.325119186732204,1391.0
4,0,6,2,75.0,6.801838393403568,1363.0
4,0,4,6,70.0,6.143157970747138,1459.0
0,4,4,6,41.0,5.563466045041436,1652.0
12,0,5,6,0.0,6.427488755072541,1026.0
10,0,6,6,65.0,6.510842239746098,2640.0
9,0,4,6,65.0,6.088405534218412,1640.0
7,0,6,6,57.0,5.948666131437819,1108.0
5,0,3,6,137.41000000000008,5.28368926162808,693.0
8,0,3,6,0.0,5.877674547151391,1203.0
4,0,3,6,50.0,8.112282147512461,1572.0
4,0,4,6,129.0,6.204685777573284,1560.0
14,2,5,6,82.0,5.897812590836032,1958.0
4,0,4,6,99.0,5.89085369604629,894.0
0,4,4,6,43.0,5.018108359035555,1269.0
4,0,4,6,91.0,6.573508423520254,1428.0
4,0,4,6,96.0,6.591617536639402,1932.0
0,4,4,6,63.0,6.15713731201684,1684.0
9,0,4,4,47.0,8.221721900716576,3123.4800000000023
4,0,5,6,67.0,6.161028871630209,816.0
9,0,5,6,88.0,6.7679582172985775,2157.0
9,0,4,6,70.0,6.143298395415736,1682.0
4,0,8,6,50.0,6.232635944345363,698.0
4,0,4,2,0.0,8.221721900716576,1687.0
1,4,4,6,40.0,5.240122092108828,1224.0
14,2,3,6,0.0,6.3864220011462445,1728.0
4,0,4,6,63.0,6.6568444330626,1141.0
4,0,4,6,85.0,6.386902834008279,1277.0
8,0,4,6,50.0,5.708138798546172,1123.0
4,0,4,6,80.0,6.258269289063796,2524.0
4,0,4,6,78.0,6.220928632831121,1314.0
8,0,2,3,65.0,6.004314777421898,1981.0
4,0,6,6,60.0,6.0599029868805925,864.0
8,0,7,6,55.0,5.979176955324402,1426.0
0,4,4,6,53.0,5.167302950969296,1555.0
